Date,Close
03-01-23,124.74
04-01-23,127.37
05-01-23,126.94
06-01-23,130.02
09-01-23,129.47
10-01-23,132.99
11-01-23,132.89
12-01-23,136.71
13-01-23,136.98
17-01-23,135.36
18-01-23,133.02
19-01-23,136.15
20-01-23,139.37
23-01-23,143.27
24-01-23,143.14
25-01-23,141.5
26-01-23,147.3
27-01-23,151.74
30-01-23,147.06
31-01-23,148.97
01-02-23,153.12
02-02-23,188.77
03-02-23,186.53
06-02-23,186.06
07-02-23,191.62
08-02-23,183.43
09-02-23,177.92
10-02-23,174.15
13-02-23,179.43
14-02-23,179.48
15-02-23,177.16
16-02-23,172.44
17-02-23,172.88
21-02-23,172.08
22-02-23,171.12
23-02-23,172.04
24-02-23,170.39
27-02-23,169.54
28-02-23,174.94
01-03-23,173.42
02-03-23,174.53
03-03-23,185.25
06-03-23,184.9
07-03-23,184.51
08-03-23,184.97
09-03-23,181.69
10-03-23,179.51
13-03-23,180.9
14-03-23,194.02
15-03-23,197.75
16-03-23,204.93
17-03-23,195.61
20-03-23,197.81
21-03-23,202.16
22-03-23,199.81
23-03-23,204.28
24-03-23,206.01
27-03-23,202.84
28-03-23,200.68
29-03-23,205.35
30-03-23,207.84
31-03-23,211.94
03-04-23,213.07
04-04-23,214.72
05-04-23,211.48
06-04-23,216.1
10-04-23,214.75
11-04-23,213.85
12-04-23,214
13-04-23,220.35
14-04-23,221.49
17-04-23,218.86
18-04-23,217.89
19-04-23,215.7
20-04-23,213.07
21-04-23,212.89
24-04-23,212.79
25-04-23,207.55
26-04-23,209.4
27-04-23,238.56
28-04-23,240.32
01-05-23,243.18
02-05-23,239.24
03-05-23,237.03
04-05-23,233.52
05-05-23,232.78
08-05-23,233.27
09-05-23,233.37
10-05-23,233.08
11-05-23,235.79
12-05-23,233.81
15-05-23,238.86
16-05-23,238.82
17-05-23,242.49
18-05-23,246.85
19-05-23,245.64
22-05-23,248.32
23-05-23,246.74
24-05-23,249.21
25-05-23,252.69
26-05-23,262.04
30-05-23,262.52
31-05-23,264.72
01-06-23,272.61
02-06-23,272.61
05-06-23,271.39
06-06-23,271.12
07-06-23,263.6
08-06-23,264.58
09-06-23,264.95
12-06-23,271.05
13-06-23,271.32
14-06-23,273.35
15-06-23,281.83
16-06-23,281
20-06-23,284.33
21-06-23,281.64
22-06-23,284.88
23-06-23,288.73
26-06-23,278.47
27-06-23,287.05
28-06-23,285.29
29-06-23,281.53
30-06-23,286.98
03-07-23,286.02
05-07-23,294.37
06-07-23,291.99
07-07-23,290.53
10-07-23,294.1
11-07-23,298.29
12-07-23,309.34
13-07-23,313.41
14-07-23,308.87
17-07-23,310.62
18-07-23,312.05
19-07-23,316.01
20-07-23,302.52
21-07-23,294.26
24-07-23,291.61
25-07-23,294.47
26-07-23,298.57
27-07-23,311.71
28-07-23,325.48
31-07-23,318.6
01-08-23,322.71
02-08-23,314.31
03-08-23,313.19
04-08-23,310.73
07-08-23,316.56
08-08-23,312.64
09-08-23,305.21
10-08-23,305.74
11-08-23,301.64
14-08-23,306.19
15-08-23,301.95
16-08-23,294.29
17-08-23,285.09
18-08-23,283.25
21-08-23,289.9
22-08-23,287.6
23-08-23,294.24
24-08-23,286.75
25-08-23,285.5
28-08-23,290.26
29-08-23,297.99
30-08-23,295.1
31-08-23,295.89
01-09-23,296.38
05-09-23,300.15
06-09-23,299.17
07-09-23,298.67
08-09-23,297.89
11-09-23,307.56
12-09-23,301.66
13-09-23,305.06
14-09-23,311.72
15-09-23,300.31
18-09-23,302.55
19-09-23,305.07
20-09-23,299.67
21-09-23,295.73
22-09-23,299.08
25-09-23,300.83
26-09-23,298.96
27-09-23,297.74
28-09-23,303.96
29-09-23,300.21
02-10-23,306.82
03-10-23,300.94
04-10-23,305.58
05-10-23,304.79
06-10-23,315.43
09-10-23,318.36
10-10-23,321.84
11-10-23,327.82
12-10-23,324.16
13-10-23,314.69
16-10-23,321.15
17-10-23,324
18-10-23,316.97
19-10-23,312.81
20-10-23,308.65
23-10-23,314.01
24-10-23,312.55
25-10-23,299.53
26-10-23,288.35
27-10-23,296.73
30-10-23,302.66
31-10-23,301.27
01-11-23,311.85
02-11-23,310.87
03-11-23,314.6
06-11-23,315.8
07-11-23,318.82
08-11-23,319.78
09-11-23,320.55
10-11-23,328.77
13-11-23,329.19
14-11-23,336.31
15-11-23,332.71
16-11-23,334.19
17-11-23,335.04
20-11-23,339.97
21-11-23,336.98
22-11-23,341.49
24-11-23,338.23
27-11-23,334.7
28-11-23,338.99
29-11-23,332.2
30-11-23,327.15
01-12-23,324.82
04-12-23,320.02
05-12-23,318.29
06-12-23,317.45
07-12-23,326.59
08-12-23,332.75
11-12-23,325.28
12-12-23,334.22
13-12-23,334.74
14-12-23,333.17
15-12-23,334.92
18-12-23,344.62
19-12-23,350.36
20-12-23,349.28
21-12-23,354.09
22-12-23,353.39
26-12-23,354.83
27-12-23,357.83
28-12-23,358.32
29-12-23,353.96
